Country Name,Country Code,Series Name,Series Code,1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
North America,NAC,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,7.30768952637352,6.92426110938697,9.14604517754854,11.9913211778758,7.80981963070604,4.14351780044613,7.74123388617348,5.97627051583996,7.3559602448076,9.44358198727029,13.5857680686029,9.19342973240905,7.4570841332343,6.95212894704375,5.38826666976097,3.92451909896997,4.48048209670075,4.21021771863277,4.77853066098896,4.88845102428151,4.90617636081627,2.54639571391177,3.78332209509621,2.04749583733354,3.1376821204617,15.5978327359845,2.90603462207574,1.12552039639621,2.7121512028961,2.23547440584899,2.04402594531037,1.58176300591224,1.85709520165997,2.6922121263311,3.11494234781323,3.02620464133297,2.68627890903008,3.98373860184653,0.762349988423779,2.23622200255707,2.08890377766842,1.91784900670304,1.73744799956536,1.94459869733706,0.952531532798019,1.04924737000228,1.88006787244998,1.75673858689294,1.78515153743628,0.775149767352062
North America,NAC,Gross savings (% of GDP),NY.GNS.ICTR.ZS,21.4503097362415,22.0317752673241,23.7446173553589,22.8133435449768,20.9379762436355,21.5049028838179,22.0783545553462,23.1692776625709,23.4030576067135,22.2030833619991,23.2874998323324,21.6293629864626,19.8213974827694,21.828230476568,20.3827520354704,18.9641743820236,19.6710722877128,20.6667292527631,19.786533589994,18.6764750811005,18.5015260130453,17.3761134992833,16.8631871860076,17.7823611731054,18.7701947679031,19.6284590797914,20.7778964540964,21.2407864120061,20.9320731749004,21.0499263439794,19.8861816049765,18.618741868694,17.7774282833266,18.2111315818338,18.6346786126679,19.6274213582221,18.0008187270949,15.8608138547209,14.2483835212294,15.6998686242684,16.7143681616571,18.8612683755331,19.3099352811586,20.3846879669399,20.1601004603,18.9676504428081,19.5545851117923,19.6315681312141,19.5452870748309,19.2592547085764
North America,NAC,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,22.0044700161552,22.3148569203132,23.6888966080723,22.8783751363905,21.3341986075236,22.0812904711557,22.428574412949,23.6599437652597,24.2831960443471,23.0064406331493,24.0337939782839,21.6151434831282,21.0011823279638,22.6699191889117,21.7284482774775,20.9677489922221,20.8552310921114,21.0264273473001,21.1902351057477,20.311824581696,19.5403982524359,19.3766807667758,19.3370231511916,20.0507231866851,20.2829722369949,20.6833943329598,21.3958849761648,21.3266537872471,21.0369210789434,20.5171268258852,19.1945363287842,18.3052316048809,17.8195046168485,18.1575485652696,18.4478035651474,18.5643533688759,18.0861284153911,16.5602532455775,15.1938405603388,15.3936356462717,15.6917930546591,16.8387229241183,17.7396063371554,18.2958558598193,18.7055172324438,18.2887433712608,18.5498034063543,18.8185668067547,19.0340225701565,18.2088107389252
North America,NAC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,25132.2248417876,26169.5492406108,27376.8182921127,26968.996045655,26638.0582182843,27798.6005016467,28788.6520169682,30063.162594949,30677.8732235647,30298.6016119561,30756.5189315143,29907.8896892012,30991.4222084919,32943.8762769903,34012.7107499722,34864.9244076754,35735.1808390439,36877.214976843,37839.6993642639,38105.5702381643,37562.038661126,38356.8346434759,38904.6326544833,39983.3462558825,40577.2267814662,41625.6660104731,42938.6489798465,44306.1912564528,45872.907846888,47272.3852515074,47284.4382604818,47711.4556305657,48687.1333878345,50074.5147176241,51410.2060096465,52418.0670928379,53088.9444013954,52556.8088134961,50746.4026844882,51622.8085299988,52094.3324286523,52836.6633291566,53439.0304955341,54387.2230444927,55542.9660728818,56031.6707046217,56975.6975161248,58296.5638341598,59213.8449466785,56822.0443167687
North America,NAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.29343925347099,5.25681011259722,5.64327261033517,-0.539749975460921,-0.203177131863384,5.39025656121785,4.62493794488023,5.53275779365998,3.16553461124481,-0.251879437503533,2.53761854701212,-1.80512213334052,4.58231956759263,7.2325548649045,4.16616398127398,3.46435118110936,3.45941151253797,4.17699479710463,3.67087366295141,1.884970956833,-0.110055704062987,3.52063221905455,2.75190618584344,4.02711789093043,2.68502752198154,3.77200248444748,4.38187881586639,4.36007906252878,4.69722854795238,4.18528671375769,1.02999933859628,1.85953065111005,2.92998988219534,3.80657363271284,3.62034393081166,2.95293122000741,2.24962475263344,-0.048101012813035,-2.56907223959986,2.60280557076511,1.67458389687138,2.20747288929077,1.88012579264185,2.55125484142012,2.88059584433935,1.6548181412017,2.38833208138249,2.95076643367655,2.13718850253753,-3.7731813495907
North America,NAC,GDP (constant 2015 US$),NY.GDP.MKTP.KD,5772309888553.34,6075749258505.27,6418620352283.14,6383975850506.76,6371005071474.85,6714418590355.54,7024956283518.99,7413630099796.59,7648311126555.32,7629046603511.23,7822642705082.13,7681434450200.54,8033422324083.88,8614444001202.74,8973335864367.86,9284203731370,9605382544100.49,10006598873209.6,10373928475803.4,10569474014654.9,10557841705612.4,10929544482336.9,11230315293030.9,11682573329404.4,11996253638574.6,12448752623862.2,12994241877926.9,13560801097380.7,14197782917857.9,14792000839967.2,14944358350784,15222253274928.5,15668263755726.1,16264687752555.5,16853525388470.6,17351198401338.6,17741535255453.7,17733001397307.2,17277427781161.1,17727125633934.1,18023981225178.1,18421855724294.8,18768209785250.5,19247034646044.6,19801463926217.1,20129142143491.7,20609892903011.8,21218042704810.5,21671512273961.3,20853806814665.9
North America,NAC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.2531359612827,12.9212778291677,13.674566000033,14.1244141111386,14.1824200198068,14.1482065459098,14.2351722190324,14.4130483748356,14.7432232836108,15.79944581461,15.7940803305587,15.683214053707,15.6912279125761,15.6286395693561,15.8314305327987,16.236799322556,16.5914866049896,16.5200185989744,16.4154072445522,..,..
North America,NAC,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.128400199944,40.933943570707,44.0615972806026,46.0501444176036,48.2461403335599,47.3534821707435,47.2095352870886,46.7417685500108,44.1174698332784,41.1291489790385,37.7292772729571,33.263120248676,15.1658484819226,53.831020656133,56.2416463518739,56.6783896767545,56.5499612625269,55.4711368300526,55.7459714474528,64.0622298869459,76.1779363289699,85.4642738610747,90.0547850215033,94.163413471203,96.0756025370965,96.3424846931573,96.7470128768005,98.8169816398565,..,..,..,..
North America,NAC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.86017378231507,7.16171426907525,7.87399650465234,7.35089562065506,6.54692266996638,6.03032924576156,5.86122996226007,5.40367020299147,4.8823574241913,4.55310988334658,4.27221310836943,4.97964570321248,5.97248920327751,6.15458729574676,5.70367930421911,5.25512954515686,4.79720665016852,4.76958451669004,5.81808472808696,9.15315613368309,9.4610707170194,8.79408832428069,7.98560718635762,7.33722365789598,6.25079976569255,5.45787089131637,5.1021146709019,4.57642436561424,4.11126989646469,3.88949185783606,8.20539750623121
North America,NAC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.83332412449589,4.12746744609105,4.61325886969584,-1.48966268507242,-1.22710473467549,4.35670751168267,3.56151567868632,4.42712836026371,2.04473041275763,-1.23630347138054,1.51134803322918,-2.75918495263659,3.62289860819556,6.29998215429868,3.2444101720005,2.5055740601444,2.49608007518536,3.19582582481665,2.60997037879713,0.702624170823825,-1.42638352776562,2.11595539187952,1.42816271493489,2.77271247097852,1.48531971732176,2.58381193631951,3.15426297093475,3.18487495321114,3.53611210082742,3.05077107666804,0.0254969342253304,0.903082252413625,2.04495491569907,2.84958516398571,2.66740736191744,1.96042996404712,1.27985892224774,-1.00234727568882,-3.44466524866888,1.72703048718448,0.913402257801565,1.42497439912663,1.14005527303065,1.77434459451487,2.12502673181815,0.879867724562359,1.68480932235565,2.31829775784888,1.57347372158694,-4.03925911594428
